country,year,gdp_total_yearly_growth,human_development_index,unempolyment_rate_percent,population_total
Morocco,1992,-4.42,0.46799999999999997,,25700000
Morocco,1993,-1.46,0.474,,26200000
Morocco,1994,9.87,0.485,,26600000
Morocco,1995,-7.06,0.489,,27000000
Morocco,1996,11.6,0.499,,27400000
Morocco,1997,-2.83,0.503,,27800000
Morocco,1998,7.29,0.511,,28100000
Morocco,1999,-0.63,0.52,,28500000
Morocco,2000,0.455,0.531,,28800000
Morocco,2001,5.71,0.542,,29100000
Morocco,2002,2.6,0.5529999999999999,,29500000
Morocco,2003,5.47,0.564,,29800000
Morocco,2004,4.59,0.573,,30100000
Morocco,2005,1.82,0.581,,30500000
Morocco,2006,7.67,0.588,,30800000
Morocco,2007,2.61,0.596,,31200000
Morocco,2008,5.49,0.603,,31500000
Morocco,2009,4.67,0.609,,31900000
Morocco,2010,3.57,0.618,,32300000
Morocco,2011,4.94,0.627,0.0228,32800000
Morocco,2012,2.66,0.636,0.0228,33200000
Morocco,2013,4.53,0.6459999999999999,,33700000
Myanmar,1990,3.04,0.35,,41300000
Myanmar,1991,-0.429,0.35700000000000004,,41900000
Myanmar,1992,3.92,0.371,,42400000
Myanmar,1993,2.81,0.377,,42900000
Myanmar,1994,3.1,0.384,,43400000
Myanmar,1995,2.97,0.38799999999999996,,43900000
Myanmar,1996,2.89,0.39399999999999996,,44500000
Myanmar,1997,2.73,0.4,,45000000
Myanmar,1998,2.7,0.405,,45600000
Myanmar,1999,4.04,0.414,,46200000
Myanmar,2000,4.65,0.424,,46700000
Myanmar,2001,3.75,0.43200000000000005,,47200000
Myanmar,2002,3.76,0.441,,47700000
Myanmar,2003,4.17,0.451,,48100000
Myanmar,2004,3.81,0.46,,48600000
Myanmar,2005,0.0419,0.47,,48900000
Myanmar,2006,11.5,0.479,,49300000
Myanmar,2007,10.5,0.49,,49600000
Myanmar,2008,2.28,0.501,,49900000
Myanmar,2009,3.84,0.512,,50300000
Myanmar,2010,4.05,0.523,,50600000
Myanmar,2011,4.19,0.534,,51000000
Myanmar,2012,6.04,0.541,,51400000
Myanmar,2013,6.25,0.551,,51900000
Namibia,1990,-2.92,0.579,,1430000
Namibia,1991,6.44,0.5820000000000001,,1480000
Namibia,1992,10.1,0.586,,1520000
Namibia,1993,-1.8,0.586,,1560000
Namibia,1994,6.96,0.586,,1590000
Namibia,1995,4.45,0.581,,1630000
Namibia,1996,3.37,0.5710000000000001,,1660000
Namibia,1997,4.68,0.563,,1700000
Namibia,1998,3.94,0.556,,1730000
Namibia,1999,4.01,0.546,,1760000
Namibia,2000,3.27,0.5429999999999999,,1790000
Namibia,2001,2.15,0.542,,1820000
Namibia,2002,3.16,0.54,,1850000
Namibia,2003,4.2,0.542,,1880000
Namibia,2004,7.35,0.544,,1910000
Namibia,2005,5.2,0.544,,1940000
Namibia,2006,7.15,0.55,,1970000
Namibia,2007,5.48,0.5579999999999999,,2010000
Namibia,2008,3.46,0.5660000000000001,,2040000
Namibia,2009,-1.04,0.575,,2080000
Namibia,2010,7.65,0.588,,2120000
Namibia,2011,5.83,0.601,,2160000
Namibia,2012,5.97,0.612,0.0451,2190000
Namibia,2013,5.2,0.622,0.0597,2230000
Nepal,1990,7.35,0.38,,18900000
Nepal,1991,6.29,0.38799999999999996,,19400000
Nepal,1992,4.04,0.395,,19900000
Nepal,1993,3.8,0.4,,20500000
Nepal,1994,8.21,0.40700000000000003,,21000000
Nepal,1995,3.49,0.41100000000000003,,21600000
Nepal,1996,5.37,0.42100000000000004,,22100000
Nepal,1997,4.09,0.42700000000000005,,22600000
Nepal,1998,1.91,0.43200000000000005,,23100000
Nepal,1999,3.34,0.439,,23500000
Nepal,2000,6.53,0.446,,23900000
Nepal,2001,5.32,0.446,,24300000
Nepal,2002,-0.3,0.456,,24700000
Nepal,2003,3.07,0.461,,25100000
Nepal,2004,3.53,0.46799999999999997,,25400000
Nepal,2005,2.27,0.474,,25700000
Nepal,2006,1.73,0.484,,26100000
Nepal,2007,3.41,0.49,,26400000
Nepal,2008,6.11,0.5,0.00415,26700000
Nepal,2009,4.53,0.513,,26900000
Nepal,2010,4.82,0.527,,27000000
Nepal,2011,3.88,0.534,,27000000
Nepal,2012,5.42,0.5479999999999999,,27000000
Nepal,2013,3.71,0.555,,26900000
Netherlands,1990,4.52,0.83,,15000000
Netherlands,1991,2.64,0.8340000000000001,,15100000
Netherlands,1992,2.03,0.835,0.0191,15200000
Netherlands,1993,1.69,0.84,0.02,15300000
Netherlands,1994,3.38,0.8640000000000001,0.0229,15400000
Netherlands,1995,3.6,0.862,0.0253,15500000
Netherlands,1996,3.99,0.866,0.023,15600000
Netherlands,1997,4.64,0.866,0.0197,15700000
Netherlands,1998,4.21,0.868,0.016,15700000
Netherlands,1999,4.91,0.871,0.0126,15800000
Netherlands,2000,4.04,0.8759999999999999,,15900000
Netherlands,2001,2.04,0.88,,16000000
Netherlands,2002,0.35200000000000004,0.879,0.005529999999999999,16100000
Netherlands,2003,0.715,0.883,0.00898,16200000
Netherlands,2004,2.73,0.8859999999999999,0.0131,16300000
Netherlands,2005,2.09,0.8909999999999999,0.0145,16400000
Netherlands,2006,3.69,0.897,0.0121,16400000
Netherlands,2007,4.11,0.904,0.009179999999999999,16500000
Netherlands,2008,1.78,0.9059999999999999,0.00716,16600000
Netherlands,2009,-3.83,0.9059999999999999,0.007809999999999999,16600000
Netherlands,2010,1.44,0.9109999999999999,0.0111,16700000
Netherlands,2011,0.833,0.922,0.0127,16700000
Netherlands,2012,-1.31,0.9209999999999999,0.0153,16800000
Netherlands,2013,-0.773,0.924,0.0206,16800000
New Zealand,1990,0.305,0.82,0.0109,3400000
New Zealand,1991,-1.02,0.821,0.0221,3450000
New Zealand,1992,1.56,0.826,0.0255,3500000
New Zealand,1993,7.15,0.838,0.023,3560000
New Zealand,1994,5.75,0.847,0.0188,3620000
New Zealand,1995,4.17,0.853,0.0123,3670000
New Zealand,1996,3.12,0.856,0.0106,3720000
New Zealand,1997,0.87,0.861,0.0115,3750000
New Zealand,1998,0.00028,0.8640000000000001,0.0135,3780000
New Zealand,1999,4.83,0.865,0.0124,3820000
New Zealand,2000,2.03,0.87,0.00995,3860000
New Zealand,2001,3.72,0.8740000000000001,0.0077,3910000
New Zealand,2002,4.86,0.882,0.00689,3960000
New Zealand,2003,3.84,0.885,0.00584,4020000
New Zealand,2004,4.06,0.887,0.004220000000000001,4080000
New Zealand,2005,2.24,0.889,0.0038,4140000
New Zealand,2006,3.06,0.892,0.00358,4190000
New Zealand,2007,3.6,0.894,0.0027600000000000003,4230000
New Zealand,2008,-0.685,0.895,0.00283,4280000
New Zealand,2009,-1.73,0.898,0.0068200000000000005,4320000
New Zealand,2010,1.63,0.899,0.00886,4370000
New Zealand,2011,1.68,0.902,0.00912,4420000
New Zealand,2012,3.0,0.905,0.0106,4470000
New Zealand,2013,2.52,0.907,0.00923,4520000
Nicaragua,1990,-1.97,0.494,,4170000
Nicaragua,1991,-2.87,0.491,,4270000
Nicaragua,1992,-0.48100000000000004,0.493,,4360000
Nicaragua,1993,-0.953,0.499,,4460000
Nicaragua,1994,3.44,0.513,,4560000
Nicaragua,1995,3.9,0.523,,4650000
Nicaragua,1996,4.12,0.5329999999999999,,4740000
Nicaragua,1997,4.54,0.542,,4830000
Nicaragua,1998,3.56,0.551,,4910000
Nicaragua,1999,18.8,0.56,,4990000
Nicaragua,2000,-5.54,0.568,,5070000
Nicaragua,2001,2.31,0.575,,5150000
Nicaragua,2002,-0.0999,0.581,,5220000
Nicaragua,2003,1.73,0.584,,5290000
Nicaragua,2004,4.34,0.589,,5360000
Nicaragua,2005,3.3,0.593,,5440000
Nicaragua,2006,5.27,0.596,,5510000
Nicaragua,2007,5.57,0.602,,5590000
Nicaragua,2008,3.98,0.607,,5670000
Nicaragua,2009,-2.15,0.608,,5750000
Nicaragua,2010,3.8,0.614,,5820000
Nicaragua,2011,5.63,0.619,,5900000
Nicaragua,2012,5.58,0.625,0.00472,5980000
Nicaragua,2013,4.6,0.63,,6060000
North Macedonia,1990,-6.87,,,2000000
North Macedonia,1991,0.311,,,1990000
North Macedonia,1992,-6.56,,,1990000
North Macedonia,1993,-7.48,,,1980000
North Macedonia,1994,-1.75,,,1980000
North Macedonia,1995,-1.12,,,1980000
North Macedonia,1996,1.17,,,1990000
North Macedonia,1997,1.44,,,2000000
North Macedonia,1998,3.37,,,2010000
North Macedonia,1999,4.35,,,2020000
North Macedonia,2000,4.56,0.669,,2030000
North Macedonia,2001,-4.52,0.6729999999999999,,2040000
North Macedonia,2002,0.889,0.679,,2050000
North Macedonia,2003,2.85,0.6859999999999999,,2050000
North Macedonia,2004,4.15,0.693,,2060000
North Macedonia,2005,4.19,0.7020000000000001,,2060000
North Macedonia,2006,5.08,0.708,0.14,2060000
North Macedonia,2007,6.14,0.713,0.14,2070000
North Macedonia,2008,5.06,0.7290000000000001,0.135,2070000
North Macedonia,2009,-0.914,0.731,0.128,2070000
North Macedonia,2010,2.86,0.735,0.13,2070000
North Macedonia,2011,2.8,0.7390000000000001,0.126,2070000
North Macedonia,2012,-0.466,0.74,0.125,2070000
North Macedonia,2013,3.0,0.743,0.11900000000000001,2080000
Norway,1990,2.38,0.85,0.00942,4250000
Norway,1991,3.86,0.856,0.00942,4270000
Norway,1992,3.45,0.862,0.0106,4290000
Norway,1993,2.88,0.87,0.012,4320000
Norway,1994,5.46,0.885,0.0102,4340000
Norway,1995,4.62,0.883,0.0139,4370000
Norway,1996,5.55,0.888,0.00806,4390000
Norway,1997,5.45,0.894,0.00603,4420000
Norway,1998,2.34,0.9059999999999999,0.00433,4450000
Norway,1999,2.18,0.9109999999999999,0.0028399999999999996,4470000
Norway,2000,3.36,0.917,0.00295,4500000
Norway,2001,2.17,0.9159999999999999,0.00365,4520000
Norway,2002,1.72,0.9179999999999999,0.00504,4550000
Norway,2003,1.27,0.924,0.00521,4570000
Norway,2004,4.26,0.934,0.0072299999999999994,4600000
Norway,2005,3.32,0.932,0.00695,4630000
Norway,2006,2.41,0.9359999999999999,0.00647,4670000
Norway,2007,2.73,0.938,0.0038299999999999996,4720000
Norway,2008,-0.152,0.938,0.00318,4770000
Norway,2009,-1.37,0.938,0.0049700000000000005,4830000
Norway,2010,-0.10099999999999999,0.9420000000000001,0.00678,4890000
Norway,2011,0.882,0.943,0.00607,4950000
Norway,2012,2.2,0.9420000000000001,0.00562,5010000
Norway,2013,0.23800000000000002,0.946,0.00604,5080000
Pakistan,1990,4.82,0.40399999999999997,,108000000
Pakistan,1991,5.57,0.409,,111000000
Pakistan,1992,7.93,0.415,,114000000
Pakistan,1993,2.3,0.418,,117000000
Pakistan,1994,3.84,0.423,,120000000
Pakistan,1995,5.01,0.428,,124000000
Pakistan,1996,4.82,0.433,,127000000
Pakistan,1997,1.12,0.436,,131000000
Pakistan,1998,2.66,0.44,,135000000
Pakistan,1999,3.68,0.445,,139000000
Pakistan,2000,2.97,0.449,,142000000
Pakistan,2001,1.24,0.456,,146000000
Pakistan,2002,3.11,0.46399999999999997,,150000000
Pakistan,2003,4.74,0.47200000000000003,,153000000
Pakistan,2004,7.31,0.486,,157000000
Pakistan,2005,7.45,0.499,,160000000
Pakistan,2006,5.76,0.503,0.000575,164000000
Pakistan,2007,6.83,0.511,0.000395,168000000
Pakistan,2008,3.74,0.513,0.000491,172000000
Pakistan,2009,-0.8640000000000001,0.52,0.000528,176000000
Pakistan,2010,2.77,0.524,0.0005780000000000001,179000000
Pakistan,2011,2.77,0.528,0.000743,183000000
Pakistan,2012,4.11,0.5329999999999999,,187000000
Pakistan,2013,3.36,0.537,0.0044,191000000
Palestine,1990,7.39,,,2100000
Palestine,1991,7.66,,,2190000
Palestine,1992,7.94,,,2290000
Palestine,1993,8.08,,,2390000
Palestine,1994,8.25,,,2500000
Palestine,1995,8.23,,0.0181,2620000
Palestine,1996,8.34,,,2740000
Palestine,1997,8.31,,,2870000
Palestine,1998,9.87,,,3000000
Palestine,1999,9.38,,,3120000
Palestine,2000,-0.306,,0.0106,3220000
Palestine,2001,-20.8,,0.0317,3310000
Palestine,2002,-21.2,,0.0484,3380000
Palestine,2003,-14.4,,0.0372,3440000
Palestine,2004,-1.6,0.638,0.037000000000000005,3510000
Palestine,2005,-1.34,0.6459999999999999,0.0327,3580000
Palestine,2006,-5.2,0.647,0.0308,3660000
Palestine,2007,5.36,0.657,0.0272,3760000
Palestine,2008,7.12,0.6609999999999999,0.039,3860000
Palestine,2009,7.4,0.6659999999999999,0.036000000000000004,3960000
Palestine,2010,9.83,0.6709999999999999,0.0343,4060000
Palestine,2011,9.88,0.679,0.0259,4150000
Palestine,2012,5.84,0.684,0.028999999999999998,4240000
Palestine,2013,,0.6809999999999999,0.0304,4330000
Panama,1990,4.73,0.659,,2470000
Panama,1991,9.11,0.665,,2520000
Panama,1992,8.34,0.6729999999999999,,2580000
Panama,1993,5.5,0.68,,2630000
Panama,1994,3.29,0.684,,2680000
Panama,1995,2.03,0.688,,2740000
Panama,1996,2.51,0.6940000000000001,,2800000
Panama,1997,4.41,0.7,,2850000
Panama,1998,4.05,0.708,,2910000
Panama,1999,3.38,0.713,,2970000
Panama,2000,2.65,0.7190000000000001,,3030000
Panama,2001,0.6890000000000001,0.722,,3090000
Panama,2002,2.42,0.728,,3150000
Panama,2003,4.53,0.73,,3210000
Panama,2004,7.67,0.735,,3270000
Panama,2005,7.03,0.7390000000000001,,3330000
Panama,2006,8.54,0.7440000000000001,,3390000
Panama,2007,12.0,0.7509999999999999,,3450000
Panama,2008,9.97,0.755,,3520000
Panama,2009,3.68,0.7559999999999999,0.00877,3580000
Panama,2010,7.23,0.758,0.00389,3640000
Panama,2011,10.6,0.764,0.00214,3710000
Panama,2012,10.5,0.77,0.00209,3770000
Panama,2013,7.65,0.775,0.0013599999999999999,3840000
Paraguay,1990,2.83,0.588,,4220000
Paraguay,1991,2.21,0.593,,4330000
Paraguay,1992,1.37,0.597,,4450000
Paraguay,1993,3.6,0.607,,4560000
Paraguay,1994,2.56,0.615,,4670000
Paraguay,1995,4.01,0.622,,4780000
Paraguay,1996,0.789,0.629,,4890000
Paraguay,1997,2.06,0.633,,5000000
Paraguay,1998,-0.946,0.638,,5110000
Paraguay,1999,-0.0673,0.6409999999999999,,5220000
Paraguay,2000,-0.971,0.64,,5320000
Paraguay,2001,1.49,0.648,,5430000
Paraguay,2002,-0.633,0.6579999999999999,0.0127,5530000
Paraguay,2003,3.2,0.657,0.011000000000000001,5630000
Paraguay,2004,3.49,0.664,0.00908,5730000
Paraguay,2005,2.29,0.667,0.00662,5820000
Paraguay,2006,4.68,0.6659999999999999,0.00782,5910000
Paraguay,2007,5.26,0.6709999999999999,0.011000000000000001,6000000
Paraguay,2008,6.16,0.68,0.00954,6080000
Paraguay,2009,-4.16,0.6779999999999999,0.0124,6160000
Paraguay,2010,12.8,0.6920000000000001,0.00848,6250000
Paraguay,2011,4.1,0.6970000000000001,0.00982,6330000
Paraguay,2012,-1.25,0.6970000000000001,0.00675,6420000
Paraguay,2013,13.0,0.7090000000000001,0.008159999999999999,6510000
Peru,1990,-5.13,0.613,,22100000
Peru,1991,2.39,0.619,,22500000
Peru,1992,-1.05,0.62,,23000000
Peru,1993,5.49,0.625,,23400000
Peru,1994,13.3,0.636,,23900000
Peru,1995,8.38,0.6459999999999999,,24300000
Peru,1996,2.15,0.6509999999999999,,24800000
Peru,1997,8.5,0.657,,25200000
Peru,1998,0.0493,0.667,,25700000
Peru,1999,0.873,0.677,,26100000
Peru,2000,3.05,0.679,,26500000
Peru,2001,0.0775,0.688,,26800000
Peru,2002,4.78,0.688,0.0012900000000000001,27100000
Peru,2003,3.77,0.687,0.000554,27400000
Peru,2004,2.99,0.6940000000000001,0.000421,27600000
Peru,2005,6.17,0.7,0.000389,27900000
Peru,2006,7.28,0.6970000000000001,,28100000
Peru,2007,7.81,0.705,0.000175,28300000
Peru,2008,9.27,0.715,0.00033999999999999997,28600000
Peru,2009,0.377,0.718,0.000323,28800000
Peru,2010,8.3,0.721,,29000000
Peru,2011,6.45,0.7340000000000001,,29300000
Peru,2012,5.85,0.7340000000000001,,29500000
Peru,2013,4.61,0.742,,29800000
Philippines,1990,3.18,0.59,,61900000
Philippines,1991,-0.41100000000000003,0.593,,63500000
Philippines,1992,0.602,0.596,,65000000
Philippines,1993,2.35,0.599,,66600000
Philippines,1994,4.53,0.603,,68200000
Philippines,1995,4.7,0.607,,69800000
Philippines,1996,5.75,0.615,,71400000
Philippines,1997,5.23,0.619,,73000000
Philippines,1998,-0.46,0.623,,74700000
Philippines,1999,3.57,0.627,,76300000
Philippines,2000,6.08,0.631,,78000000
Philippines,2001,1.84,0.634,0.001,79700000
Philippines,2002,4.46,0.639,,81400000
Philippines,2003,5.01,0.643,0.000775,83100000
Philippines,2004,6.48,0.653,0.000767,84700000
Philippines,2005,4.95,0.6559999999999999,0.000571,86300000
Philippines,2006,5.07,0.657,0.000583,87900000
Philippines,2007,6.37,0.6629999999999999,0.000395,89400000
Philippines,2008,3.84,0.667,0.000425,90900000
Philippines,2009,2.3,0.6659999999999999,0.000407,92400000
Philippines,2010,7.57,0.672,0.000278,94000000
Philippines,2011,3.89,0.677,0.000262,95600000
Philippines,2012,6.82,0.684,0.000267,97200000
Philippines,2013,7.1,0.6920000000000001,0.000239,98900000
Poland,1990,-9.75,0.7120000000000001,,38000000
Poland,1991,-7.09,0.711,,38100000
Poland,1992,2.43,0.7140000000000001,0.0387,38200000
Poland,1993,3.66,0.725,0.0397,38300000
Poland,1994,5.21,0.7340000000000001,0.0418,38400000
Poland,1995,6.88,0.74,0.0374,38500000
Poland,1996,5.94,0.748,0.0344,38500000
Poland,1997,6.7,0.759,0.0343,38500000
Poland,1998,5.42,0.769,0.031,38600000
Poland,1999,4.51,0.778,0.0349,38600000
Poland,2000,4.12,0.785,0.0521,38600000
Poland,2001,1.15,0.7909999999999999,0.0618,38500000
Poland,2002,1.4,0.799,0.0676,38500000
Poland,2003,3.83,0.804,0.0657,38400000
Poland,2004,5.34,0.802,0.064,38400000
Poland,2005,3.22,0.8079999999999999,0.0611,38400000
Poland,2006,6.29,0.813,0.0454,38400000
Poland,2007,6.93,0.8190000000000001,0.0296,38400000
Poland,2008,5.23,0.8240000000000001,0.017,38400000
Poland,2009,1.66,0.828,0.0189,38400000
Poland,2010,3.86,0.835,0.0232,38300000
Poland,2011,3.4,0.84,0.0254,38300000
Poland,2012,1.96,0.836,0.0278,38200000
Poland,2013,1.6,0.851,0.0295,38200000
Portugal,1990,4.43,0.711,,9900000
Portugal,1991,4.63,0.72,,9920000
Portugal,1992,1.36,0.732,0.00678,9950000
Portugal,1993,-1.99,0.746,0.0122,10000000
Portugal,1994,0.856,0.753,0.0175,10000000
Portugal,1995,4.38,0.76,0.0206,10100000
Portugal,1996,3.73,0.767,0.0215,10100000
Portugal,1997,4.03,0.773,0.0199,10200000
Portugal,1998,4.54,0.78,0.0149,10200000
Portugal,1999,3.63,0.779,0.0147,10300000
Portugal,2000,3.85,0.785,0.0115,10300000
Portugal,2001,1.93,0.79,0.0114,10300000
Portugal,2002,0.752,0.792,0.0127,10400000
Portugal,2003,-0.8140000000000001,0.7959999999999999,0.0183,10400000
Portugal,2004,1.48,0.797,0.0211,10500000
Portugal,2005,0.6759999999999999,0.8,0.0262,10500000
Portugal,2006,1.39,0.8029999999999999,0.027000000000000003,10500000
Portugal,2007,2.37,0.81,0.0269,10600000
Portugal,2008,0.0675,0.8140000000000001,0.0249,10600000
Portugal,2009,-2.79,0.8170000000000001,0.0308,10600000
Portugal,2010,2.01,0.8220000000000001,0.0389,10600000
Portugal,2011,-0.813,0.8270000000000001,0.042,10600000
Portugal,2012,-2.69,0.8290000000000001,0.0534,10500000
Portugal,2013,-1.4,0.8370000000000001,0.0595,10500000
Qatar,1990,1.94,0.757,,476000
Qatar,1991,-1.83,0.754,,487000
Qatar,1992,8.27,0.757,,495000
Qatar,1993,-1.98,0.768,,501000
Qatar,1994,1.03,0.78,,507000
Qatar,1995,1.92,0.789,,513000
Qatar,1996,4.57,0.8009999999999999,,523000
Qatar,1997,30.0,0.8059999999999999,,535000
Qatar,1998,12.5,0.81,,552000
Qatar,1999,4.64,0.8140000000000001,,570000
Qatar,2000,8.29,0.816,,592000
Qatar,2001,0.992,0.8170000000000001,,615000
Qatar,2002,3.93,0.8220000000000001,,641000
Qatar,2003,2.41,0.83,,682000
Qatar,2004,25.8,0.8320000000000001,,753000
Qatar,2005,16.9,0.838,,865000
Qatar,2006,28.2,0.835,,1020000
Qatar,2007,20.7,0.838,,1220000
Qatar,2008,18.0,0.843,,1440000
Qatar,2009,13.3,0.841,0.00248,1650000
Qatar,2010,23.9,0.8340000000000001,,1860000
Qatar,2011,15.5,0.845,0.0026899999999999997,2040000
Qatar,2012,2.42,0.85,0.0018399999999999998,2200000
Qatar,2013,-1.62,0.857,0.00101,2340000
Romania,1990,-10.8,0.701,,23500000
Romania,1991,-12.9,0.6859999999999999,,23500000
Romania,1992,-9.05,0.679,,23400000
Romania,1993,1.06,0.6779999999999999,,23300000
Romania,1994,3.41,0.6809999999999999,,23100000
Romania,1995,6.71,0.687,,23000000
Romania,1996,3.68,0.695,,22800000
Romania,1997,-6.25,0.695,0.0207,22600000
Romania,1998,-5.0,0.6970000000000001,0.0197,22500000
Romania,1999,-1.44,0.703,0.0222,22300000
Romania,2000,1.81,0.7090000000000001,0.026000000000000002,22100000
Romania,2001,5.38,0.715,0.023,22000000
Romania,2002,4.69,0.7240000000000001,0.0308,21900000
Romania,2003,4.61,0.732,0.0254,21700000
Romania,2004,8.22,0.745,0.0259,21600000
Romania,2005,3.87,0.755,0.0227,21400000
Romania,2006,7.71,0.7659999999999999,0.0241,21200000
Romania,2007,6.14,0.78,0.0197,21000000
Romania,2008,7.25,0.795,0.0153,20800000
Romania,2009,-6.66,0.7979999999999999,0.017,20600000
Romania,2010,-1.21,0.797,0.0179,20500000
Romania,2011,2.22,0.7979999999999999,0.019,20300000
Romania,2012,0.685,0.7959999999999999,0.0188,20200000
Romania,2013,3.49,0.8,0.0201,20100000
Russia,1990,-2.42,0.7340000000000001,,148000000
Russia,1991,-4.93,0.7290000000000001,,148000000
Russia,1992,-14.4,0.7190000000000001,0.0063100000000000005,148000000
Russia,1993,-8.66,0.711,0.00995,148000000
Russia,1994,-12.8,0.7020000000000001,0.016,148000000
Russia,1995,-4.24,0.701,0.0218,148000000
Russia,1996,-3.64,0.7020000000000001,0.0253,148000000
Russia,1997,1.35,0.7040000000000001,0.033,148000000
Russia,1998,-5.39,0.703,0.0374,147000000
Russia,1999,6.4,0.71,0.0429,147000000
Russia,2000,10.1,0.721,0.0343,146000000
Russia,2001,5.19,0.727,0.0254,146000000
Russia,2002,4.83,0.733,0.0225,145000000
Russia,2003,7.46,0.74,0.0234,145000000
Russia,2004,7.37,0.746,0.0227,144000000
Russia,2005,6.6,0.752,0.0213,144000000
Russia,2006,8.36,0.759,0.0223,143000000
Russia,2007,8.68,0.767,0.0185,143000000
Russia,2008,5.15,0.774,0.0172,143000000
Russia,2009,-7.8,0.7709999999999999,0.0197,143000000
Russia,2010,4.28,0.78,0.0199,143000000
Russia,2011,4.57,0.789,0.0194,144000000
Russia,2012,3.23,0.797,0.015,144000000
Russia,2013,1.23,0.8029999999999999,0.0154,144000000
Rwanda,1990,-3.46,0.245,,7290000
Rwanda,1991,-9.94,0.218,,7080000
Rwanda,1992,-2.36,0.2,,6700000
Rwanda,1993,-16.9,0.195,,6260000
Rwanda,1994,-45.4,0.18899999999999997,,5940000
Rwanda,1995,49.9,0.228,,5840000
Rwanda,1996,11.6,0.26,,6010000
Rwanda,1997,2.77,0.28800000000000003,,6420000
Rwanda,1998,20.3,0.303,,6960000
Rwanda,1999,14.9,0.322,,7500000
Rwanda,2000,11.0,0.337,,7930000
Rwanda,2001,9.02,0.34600000000000003,,8230000
Rwanda,2002,9.92,0.361,,8430000
Rwanda,2003,0.35600000000000004,0.374,,8560000
Rwanda,2004,3.25,0.391,,8680000
Rwanda,2005,5.67,0.409,,8840000
Rwanda,2006,10.1,0.43,,9040000
Rwanda,2007,6.29,0.446,,9270000
Rwanda,2008,14.4,0.456,,9520000
Rwanda,2009,7.24,0.47200000000000003,,9780000
Rwanda,2010,8.2,0.488,,10000000
Rwanda,2011,9.21,0.496,,10300000
Rwanda,2012,8.93,0.504,,10500000
Rwanda,2013,5.91,0.506,,10800000
Samoa,1990,-4.41,0.621,,163000
Samoa,1991,-2.28,0.622,,164000
Samoa,1992,-0.18100000000000002,0.622,,165000
Samoa,1993,4.12,0.627,,167000
Samoa,1994,-2.55,0.606,,169000
Samoa,1995,6.53,0.611,,170000
Samoa,1996,7.22,0.619,,171000
Samoa,1997,0.728,0.621,,172000
Samoa,1998,2.29,0.628,,173000
Samoa,1999,2.93,0.633,,174000
Samoa,2000,6.96,0.638,,174000
Samoa,2001,7.88,0.645,,175000
Samoa,2002,1.61,0.653,,176000
Samoa,2003,2.84,0.6579999999999999,,177000
Samoa,2004,3.0,0.6659999999999999,,179000
Samoa,2005,4.7,0.67,,180000
Samoa,2006,2.07,0.6729999999999999,,181000
Samoa,2007,1.68,0.679,,182000
Samoa,2008,4.15,0.6809999999999999,,183000
Samoa,2009,-5.16,0.6829999999999999,,185000
Samoa,2010,0.396,0.69,,186000
Samoa,2011,2.12,0.695,,187000
Samoa,2012,3.09,0.696,0.00528,189000
Samoa,2013,-0.17600000000000002,0.696,,191000
Saudi Arabia,1990,16.2,0.698,,16200000
Saudi Arabia,1991,10.3,0.706,,16800000
Saudi Arabia,1992,2.0,0.711,,17300000
Saudi Arabia,1993,-4.05,0.715,,17800000
Saudi Arabia,1994,-2.66,0.7190000000000001,,18200000
Saudi Arabia,1995,-1.87,0.723,,18600000
Saudi Arabia,1996,-0.281,0.728,,19000000
Saudi Arabia,1997,0.342,0.732,,19400000
Saudi Arabia,1998,0.095,0.737,,19800000
Saudi Arabia,1999,-1.92,0.7390000000000001,,20200000
Saudi Arabia,2000,4.29,0.7440000000000001,,20700000
Saudi Arabia,2001,0.733,0.747,,21200000
Saudi Arabia,2002,1.05,0.7490000000000001,,21800000
Saudi Arabia,2003,9.15,0.7559999999999999,,22500000
Saudi Arabia,2004,6.73,0.765,,23100000
Saudi Arabia,2005,7.3,0.7709999999999999,,23800000
Saudi Arabia,2006,5.33,0.778,,24500000
Saudi Arabia,2007,5.42,0.784,,25200000
Saudi Arabia,2008,7.59,0.7929999999999999,,25900000
Saudi Arabia,2009,0.9129999999999999,0.797,0.00889,26600000
Saudi Arabia,2010,6.39,0.81,,27400000
Saudi Arabia,2011,7.83,0.8240000000000001,0.0168,28300000
Saudi Arabia,2012,5.12,0.8370000000000001,0.0146,29200000
Saudi Arabia,2013,3.2,0.846,0.0106,30100000
Senegal,1990,4.57,0.377,,7530000
Senegal,1991,-0.332,0.377,,7760000
Senegal,1992,2.36,0.37799999999999995,,7990000
Senegal,1993,-2.04,0.377,,8230000
Senegal,1994,3.0,0.377,,8460000
Senegal,1995,5.16,0.37799999999999995,,8690000
Senegal,1996,4.93,0.379,,8910000
Senegal,1997,4.82,0.38,,9130000
Senegal,1998,5.51,0.38299999999999995,,9350000
Senegal,1999,4.95,0.385,,9570000
Senegal,2000,5.74,0.39,,9800000
Senegal,2001,4.74,0.406,,10000000
Senegal,2002,1.22,0.41,,10300000
Senegal,2003,6.82,0.418,,10500000
Senegal,2004,6.06,0.426,,10800000
Senegal,2005,5.6,0.434,,11100000
Senegal,2006,2.44,0.439,,11400000
Senegal,2007,4.96,0.44799999999999995,,11700000
Senegal,2008,3.68,0.45799999999999996,,12000000
Senegal,2009,2.17,0.462,,12300000
